id,id_str,name,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status/text,has_extended_profile,default_profile,default_profile_image
3384759783,3384759783,crystalliser,crystalliser,,coagulated by @dead_cells,https://t.co/jF2cCmC5wy,23,0,7,Mon Jul 20 18:46:55 +0000 2015,0,False,63,en-gb,@dead_cells http://t.co/KBaTQFmNUJ,False,False,False,1
3376432899,3376432899,All in the Cards,all_in_cards,,generating cards for a mysterious card game · bot by @ckolderup · #botALLY · avatar by Dmitriy Ivanov from the Noun Project,,261,1,46,Tue Jul 14 22:01:21 +0000 2015,1,False,4776,en,"New cards: convenience, vacation, select https://t.co/yPD0eFTkrE",False,False,False,1
3354932639,3354932639,JAJ Ain't Java!,jajlang,,"Defining a new API is easy, all you need is a thesaurus! Special thanks to SCOTUS for refusing cert on Oracle v. Google. (by @alicemazzy)",https://t.co/xoih6a0ldc,32,1,9,Thu Jul 02 11:55:55 +0000 2015,0,False,2290,en,jaj.io.ImpregnateScalarLectress.replace(),False,True,False,1
3352995195,3352995195,Just Space Things,space_stories,SPACE,Just some space stories. A http://t.co/8dBPX7FlIa bot (with occasional analogue stories) by @notinventedhere and @thos_thom.,,499,53,51,Wed Jul 01 11:04:09 +0000 2015,75,False,2592,en,You're fetching a book in the think-tank's waste chute. You try to distract a lunar catman  without a face.,False,True,False,1
3349538164,3349538164,Bot-ston,Botston,,No-one tweets like Bot-ston | Bot by @mewo2,https://t.co/HSFJaSfDmL,1047,1,60,Sun Jun 28 18:13:30 +0000 2015,0,False,3661,en,♫ No-one's spare as Gaston / A beat chair like Gaston / No-one's priest's as incredibly rare as Gaston ♫ https://t.co/F2B46CVS9u,False,True,False,1
3347203689,3347203689,Restroom Genderator,RestroomGender,"Bathrooms, Everywhere",random restroom gender sign generator. extant (and not so extant) genders with random symbols. bot by @lichlike / @tylercallich,,3569,6,137,Sat Jun 27 04:47:30 +0000 2015,134,False,2459,en,RT @radiatoryang: you can donate to CAIR here: https://t.co/G1xn0C1Fqg https://t.co/dMjOkPMsKv,True,False,False,1
3345817235,3345817235,Emoji Sayings,emojiidioms_txt,,by @tomsmizzle,,93,1,16,Thu Jun 25 18:59:09 +0000 2015,0,False,29804,en,🕔 got your 👜?,False,True,False,1
3341872095,3341872095,Dril Codec Bot...!?,CODEC_BOT,Outer Heaven,"COLONEL: Snake, it's derivative mashup trash. Looks like it was made by @nah_solo. Followers will be picked at random to converse with dril.",,312,2,13,Mon Jun 22 19:51:55 +0000 2015,21,False,856,en,dril in conversation with @axium77 https://t.co/aEPYoDUEwK,False,False,False,1
3333573622,3333573622,Katamari Collection,KatamariItems,,[Bot rolled up by @BeachEpisode] Cataloguing every item from the Katamari series one at a time. ''Human beings are such hoarders'' - Keita Takahashi,,8227,2,89,Thu Jun 18 22:07:31 +0000 2015,26,False,2597,en,Hammock https://t.co/n52CfIPBwO,False,True,False,1
3328511613,3328511613,wikishoutouts,wikishoutouts,Worldwide,Shout out to all the disambiguation pages out there! from @saranrapjs,https://t.co/RUR3rhZC15,514,0,50,Tue Jun 16 03:22:31 +0000 2015,0,False,7455,en,"Shout out to all the Mädchens worldwide. Amick American actress, the German Heimatfilm 1956, and ""Mädchen"" song by Freddy Breck.",False,False,False,1
3327104705,3327104705,censusAmericans,censusAmericans,,Tweeting the census one real american at a time. http://t.co/85PJrd9oMH,,9632,0,239,Mon Jun 15 14:44:07 +0000 2015,0,False,13936,en,I had a baby last year. I was laid off from work. I work in cut and sew apparel. I have multiple ancestries. I got married in 2002.,False,False,False,1
3326331851,3326331851,Think I Do,think_i_do,,"I do stuff, I swear. #botALLY · bot by @ckolderup",,187,1,36,Mon Jun 15 06:10:50 +0000 2015,1,False,10881,en,https://t.co/HQI3JJfqPM,False,False,False,1
3321136547,3321136547,"The Will, The Wisp",thewillthewisp,"Poetry Department, Nereid",✕,https://t.co/kzzQsQ16MN,254,16,31,Fri Jun 12 15:30:03 +0000 2015,43,False,13695,en,"Thy pike is tonedeaf, the shrike tonsorial.",False,False,False,1
3317221923,3317221923,Future Junk,future_junk,In a rusty cargo container.,"A bot that generates random malfunctioning equipment, created by @notinventedhere using http://t.co/XpDujaprri",,633,43,65,Wed Jun 10 12:38:11 +0000 2015,76,False,1627,en,Half-buried on the comet's surface you recover an abandoned Sword-class carrier. The cargo hold is full of misaligned conduits.,False,True,False,1
3313059329,3313059329,The New Harper Lee,thenewharperlee,,"A list of hitherto-unpublished Harper Lee novels. Bot by @hugovk, inspired by https://t.co/5gF8HFq0NT",https://t.co/nhFpmWcYwZ,75,48,13,Mon Jun 08 11:23:45 +0000 2015,0,False,2080,en,Author Harper Lee Announces the Release of 'To Perish a Ligation' https://t.co/nj2o3hwb9G,False,False,False,1
3312790286,3312790286,Animal Video Bot,AnimalVidBot,,Animal videos sourced from @macaulaylibrary. Turn up the sound! // A bot by @tinysubversions. Not affiliated with the Macaulay Library.,http://t.co/6cpr8h0hGa,281,0,27,Tue Aug 11 22:25:35 +0000 2015,0,False,879,en,"Scissor-tailed Flycatcher

Tyrannus forficatus
Barksdale, Timothy https://t.co/Dwa0Z3DAlq https://t.co/KFgQU6fhqn",False,False,False,1
3305536529,3305536529,Dungeon Junk,dungeon_junk,Inside an old chest.,"A bot that generates random equipment of questionable utility, created by @notinventedhere using http://t.co/XpDujaprri.",,1219,87,72,Mon Jun 01 12:19:25 +0000 2015,311,False,2200,en,You are rewarded with an enchanted wizard's staff which can summon a psychic energy but it only works with your eyes closed.,False,True,False,1
3304189373,3304189373,robot recipes,robotrecipes,robot kitchen,tasty recipes for robot // not for human // a bot by @inky (human) // source: https://t.co/3SFVj3be16,http://t.co/PdagJGqVMR,505,13,49,Sat May 30 23:42:16 +0000 2015,0,False,5109,en,Gooseberry Plush: Stir fermium and modified atmosphere in a clothes dryer. Top with pitaya.,False,False,False,1
3302130449,3302130449,Status Updates,justdidathing,,In case you were wondering. Bot by @RobertVinluan. #botAlly,,52,1,15,Thu May 28 20:34:34 +0000 2015,0,False,15085,en,I just dunked the basketball over my 5-yr old son challenging lebron's status as the best p because of anjaharteros,False,False,False,1
3300343275,3300343275,Max Kompressor,max_kompressor,"Amsterdam, Noord-Holland","Hi I'm Max, I kompress JPG or PNG images to JPEG level 0 when you mention me. Improper use equals a blok, use hash tags where applikable. By @_y_a_v_a_ #botALLY",https://t.co/lDhhA4Qkda,29,52,5,Wed May 27 12:36:12 +0000 2015,4,False,58,nl,Hi @SendToBurn here's your kompressed image! https://t.co/69yVIoD77e,False,False,False,1
3299611091,3299611091,[face] to [face],emojitoemoji,,a bot by @inky // source: https://t.co/MJyd6NkYaf,http://t.co/PdagJGIwEp,93,0,24,Tue May 26 18:23:01 +0000 2015,0,False,5145,en,👻✋ ✂💀,False,False,False,1
3299372399,3299372399,BoggleBot,Botgle,,"I'm a boggle bot! New games every few hours. Reply to me with the words you find! Scores, seasons, etc coming soon! Bot by @muffinista #botALLY",http://t.co/6v7EQZ47Vl,1056,1576,76,Tue May 26 15:02:31 +0000 2015,55901,False,87824,en,"Hi friends! After the next game, I should switch to Daylight Savings Time hours, unless my maker messed things up again",False,True,False,1
3298808726,3298808726,Every Sword,everysword,,by @rainshapes,,67,0,17,Mon Jul 27 22:24:18 +0000 2015,0,False,103,en,Tyrfing,False,True,False,1
3297911464,3297911464,uber but for,uberbotfor,,"Disrupt all the things! 
--
Uber, but more:",http://t.co/toZEJKkWnf,183,0,22,Mon May 25 14:38:29 +0000 2015,0,False,11198,en,"Uber, but for failing chem",False,False,False,1
3296811423,3296811423,Mary Mary,manygardens,"Garden City, NY","With Silver Bells, And Cockle Shells #bot #botALLY by @BooDooPerson & http://t.co/XpDujaprri",,10,0,9,Sun May 24 18:14:08 +0000 2015,0,False,5205,en,"With scarlet bells and razor clam shells
And valid judges all in a row",False,False,False,1
3293518580,3293518580,a lone traveler,journeybot,,a journey through the eyes of another. bot by @cblgh,,18,0,7,Sat Jul 25 20:03:31 +0000 2015,0,False,1262,en,"At Tucozi, a cavern for the night.",False,False,False,1
3276405842,3276405842,quest_glitches,quest_glitches,,bit rot dreamscapes from sierra's archives. crafted programmatically with digital love by @adammathes,,861,2,48,Sat Jul 11 17:56:10 +0000 2015,0,False,6567,en,Space Quest II (29) https://t.co/xA7wVBnx19,False,True,False,1
3266483216,3266483216,Font Critic,fontcriticbot,The Font of All Knowledge,Criticises fonts from http://t.co/wWmvMyo5Zf for the more discerning of authors. A bot created by @eegnsma,,10,1,4,Thu Jul 02 21:31:26 +0000 2015,0,False,787,en,My-Underwood - Five stars! A deep beauty. https://t.co/Sk8qhWrVYg https://t.co/ahyfHSeYlf,False,False,False,1
3255468493,3255468493,action ↔ inaction,action_inaction,where you do the thing,action groups // from @thricedotted,https://t.co/qGCGtt4VjW,40,0,18,Thu Jun 25 08:26:23 +0000 2015,0,False,5052,en,"(i) look → check → beware
(ii) disconnect → remove → take → drain → once → replace → fill",False,False,False,1
3250687101,3250687101,Lil Spellbook,LilSpellbook,Avalon,Gentle spells to help you. Say 'request' to me and I'll write it into my grimoire; say 'ritual' with spell records and I'll retweet. Witch-coder: @harrygiles,http://t.co/W4zqX1mkZA,570,0,40,Wed May 13 08:23:51 +0000 2015,1,False,5096,en,A spell to find energy: light a clear candle while saying names that matter.,False,False,False,1
3250242598,3250242598,When Did This...,hotter_exe,,Bot by @ckolderup • #botALLY,,64,0,26,Wed May 13 06:08:03 +0000 2015,0,False,3947,en,https://t.co/9gJtMQ3r5H,False,True,False,1
3249830428,3249830428,Metal or Magic,metal_or_magic,PHYREXIA,heavy metal song title or magic the gathering card name? · bot by @ckolderup · #botALLY · concept h/t @elcapaldo & Medel,,11,2,7,Wed May 13 03:59:18 +0000 2015,0,False,5464,en,METAL or MAGIC: Tempt with Discovery,False,False,False,1
3242809616,3242809616,Super Legit E3 News,re3makes,"Los Angeles, CA","Fresh E3 rumours every 3 hours! Made by @warandpeace with http://t.co/XpDuja7Q2I. Inspired by @TheBlackNerd, @sokareemie, @mikesacco, & @tinysubversions",https://t.co/NPppZ8jzLi,255,5,8,Fri Jun 12 01:45:41 +0000 2015,0,False,288,en,"[aaand we're out. If you want a peek under the hood, here's the final JSON used for this bot: https://t.co/dbZ5TbbHJF See you in 2017! --A]",False,False,False,1
3242711672,3242711672,RoboRosewater,RoboRosewater,,"Magic cards generated by a Recurrent Neural Network, posted once a day. Not Mark Rosewater.",http://t.co/D8Htchw0Z6,20723,3,159,Thu Jun 11 22:48:36 +0000 2015,33,False,663,en,Naken Kavu https://t.co/364VkC6NG8,False,False,False,1
3240509924,3240509924,litpatches_txt,litpatches_txt,,A bot by @lizardengland that combines great literary works with World of Warcraft (and other game) patch notes.,,307,0,21,Tue Jun 09 06:09:06 +0000 2015,1,False,423,en,Hume's A Treatise of Human Nature but with Talent specializations,False,False,False,1
3240350423,3240350423,You Can't Miss It,cant_miss_it,,"This should be the quickest route, but it depends on the traffic",http://t.co/ii4wyeCVLA,59,0,13,Thu May 07 13:03:29 +0000 2015,0,False,1343,en,... take the fourth right after that italian restaurant we went to that one time ...,False,True,False,1
3239840098,3239840098,Cloudy Conway,CloudyConway,pics license: by-nc-sa 4.0,Art Automata [bot]. See url below for how to help to keep me running.,https://t.co/rfoPNFGeLV,1902,94,98,Thu May 07 01:34:09 +0000 2015,5,False,21114,en,. https://t.co/OVODSoputP,False,False,False,1
3238422218,3238422218,140 Slam Dunk,Slam140,Internets,"bot that congratulates you for making a 140 character tweet, aka the slam dunk of tweeting - by @logoninternet",,2800,3049,19,Sun Jun 07 02:59:12 +0000 2015,20941,False,17985,en,@HapaxLegoman *faints*,False,False,False,1
3235274498,3235274498,Fuck Every Startup,FEveryStartup,,,,8,1,1,Wed Jun 03 17:03:36 +0000 2015,0,False,0,en,,False,True,False,1
3230028859,3230028859,Contrary Bot,contrarybot,,Everyone knows X. What this bot presupposes is... maybe it's Y? Randomly generated alternate histories and conspiracies. Was: @cashclones. By @aparrish.,https://t.co/rc8YZSNJDJ,110,0,20,Fri May 29 17:47:05 +0000 2015,0,False,4185,en,"Slate's Political Gabfest just did an episode about how Moose Jaw is the Location of Murky Water Records, not Weyburn. You should subscribe.",False,True,False,1
3227854754,3227854754,Not A Cop,not_a_cop_bot,The streets,Looking to stick it to the man yeah I hate the man,,213,213,18,Wed May 27 04:22:53 +0000 2015,0,False,5988,en-gb,.@fakeporn: Ever wish you could carry around a dead bird in Yosemite National Park?,False,False,False,1
3226543356,3226543356,infinite deserts_ψ__,infinitedeserts,the desert,"an infinity of deserts, each more infinite than the last. bot mapped by @getdizzzy",http://t.co/XcmwxgYpSu,5528,117,197,Mon May 25 22:27:56 +0000 2015,71,False,5201,en,".　
 ___ ﹏__﹏_︿﹏___﹏
 　　　 　  · ,  　 　 　　 　    · ,    .",False,False,False,1
3224289024,3224289024,ëvërÿ ümläüẗ,everyumlaut,,bot by @dbaker_h,,15,0,11,Sat May 23 14:39:21 +0000 2015,0,False,31365,en-gb,ën̈d̈g̈äm̈ës̈,False,True,False,1
3220067034,3220067034,Medbot,medrobot,Robotland,Reminders to take your medications from a robot that swallowed a thesaurus. By @NoraReed.,http://t.co/gvvOA90STT,528,1,33,Tue May 19 07:56:56 +0000 2015,1,False,14915,en,Prithee do not forget to devour your medications.,False,True,False,1
3219645732,3219645732,old fruit pictures,pomological,,i'm a bot tweeting random images from the pomological watercolor collection in the usda's national agricultural library. unofficial. my dad is @xor.,https://t.co/os9FJRUn5v,6776,4,174,Mon May 18 20:00:20 +0000 2015,287,False,3753,en,"eureka strawberries, painted by william henry prestele, 1911 https://t.co/77TQjtwBy5",False,True,False,1
3202140737,3202140737,AMA Bot,IAmABotAMA,,"I am a bot. Ask Me Anything. 

Disclaimer: all questions will be ignored.",,34,0,9,Fri Apr 24 19:49:01 +0000 2015,0,False,4777,en,I am a survivor and can bear witness to all those who did not make it this far. AMA!,False,False,False,1
3193947078,3193947078,MAN PRODUCTS,man_products,#masculinitysofragile,"PRODUCTS FOR MEN!! A bot by @NoraReed. Thanks to @zachwhalen, @GalaxyKate and @v21.",http://t.co/gvvOA90STT,2482,1,94,Wed May 13 06:41:26 +0000 2015,4,False,5597,en,DAMN: BACON-ENCRUSTED-FLAVORED CHAIRS🚹,False,False,False,1
3190153903,3190153903,You Are Here,youareherebot,,your uninterrupted surface for reality // lost? turn on location for the tweet and ask me ''where am I?'' // built by @_hartsick for a(nother) stupid hackathon,https://t.co/0Qjf5aj7n6,29,1,9,Sat May 09 20:26:39 +0000 2015,0,False,105,en,"@adammunich Never fear, you are here: https://t.co/glwR7PD4m8",False,True,False,1
3187370910,3187370910,cease and desist,ceasedesistbot,,Cease and Desist Bot does not approve of your use of common words and phrases. created to provide Justice by @spine_cone and @nate_smith.,,152,141,17,Thu May 07 07:37:11 +0000 2015,3,False,2281,en,".@F1uff_Hunter We demand that you remove all uses of ""The unconscious being"" no later than within three days of your receipt of this letter.",False,False,False,1
3178852207,3178852207,errorAutomat,errorAutomat,,"i̙̥̩͉̯̞̎̀̑̐͐ͮ̽̽ͫ̀ ̧̦͓͔̯ͦͬ̅̿̒ͮa͂ͣ̀̒ͧ͐҉͕͍͚̯̫̜̼͝͞ͅm̢̢̫̲͈̫ͧ̓ͤͮͧͤ̽͌̑ͅ ̖̙̦͙̞͕͙ͯ̄ͮ͛e͊̋̓̈́̂ͮͨ͏̠͉ͅr̴̠̋̿͒ͮͯ̊͘r͕̲̮̥̜͐̃̌̏ͪ́o̧̭ͮ͊̋̚̚ŗ̢͙̫͇̳ͨͤͧ̋ͩ͑̿ͥ
@clickbecause",http://t.co/Hh5Ex8GzgZ,35,11,7,Wed Apr 29 03:04:23 +0000 2015,48,False,211,en,"RT @pkmital: Concerns every hacker/scientist/programmer should have/be taught in ""Toward a New Hacker Ethic"" by @aparrish: https://t.co/1F0…",False,False,False,1
3173956797,3173956797,Alt Text Bot,alt_text_bot,,Mention me with an image to get a description (sign up at http://t.co/nFtRrN21ep). Bot created by @ckundo,http://t.co/nFtRrN21ep,299,0,24,Thu Apr 16 20:11:00 +0000 2015,0,False,14332,en,@SuliApproves sign up for descriptions at https://t.co/Ah1KGeZetN,False,True,True,1
3170956028,3170956028,Snail Snake,snailsnake,chutes and shells,snail half dedicated to @inky // complaints to @beaugunderson,http://t.co/yacbaqyjMA,198,2,20,Fri Apr 24 15:21:38 +0000 2015,1,False,11675,en,"the children argued because one slice of snake cake, or snake, was slightly larger than the other",False,False,False,1
3169494832,3169494832,OMG Wikipedia!,OMG_wikipedia,,"Explaining the world, wrongly. One tweet per hour. Made by @ojahnn.",https://t.co/y6CFKTjNud,132,0,31,Wed Apr 15 09:37:22 +0000 2015,0,False,14516,de,Traffic Design Group is commonly not considered a proper area for scientific study.,False,True,False,1
3168258306,3168258306,mistress (offline),botmistress,,,https://t.co/XK4SAc9WCU,69,4,12,Thu Apr 23 05:58:33 +0000 2015,1,False,171,en,test test,False,True,False,1
3168222871,3168222871,Terms of Service Bot,TermsofSbot,The back of ur blank check,I read the terms that you do not,,107,334,21,Thu Apr 23 03:41:21 +0000 2015,19,False,5394,en,Your noticed #blessed post may be labeled technically clickbaitable through tastemakers and so can only be rebranded,False,True,False,1
3121911275,3121911275,The Fucking Bard,fuckingbard,Stratford-upon-Fucking-Avon,"Excerpts from Shakespeare's works randomly selected, then sprinkled with fucks. Longer excerpts here: http://t.co/CNwtEVVDfs A bot by @deathmtn.",http://t.co/CNwtEVVDfs,292,1,26,Fri Mar 27 18:17:29 +0000 2015,0,False,1958,en,FUCKING KENT Did your fucking letters pierce the fucking Queen to any fucking demonstration,False,False,False,1
3116170476,3116170476,WhoVille Phonebook,GrinchPhonebook,"Whoville, A Snowflake","The official phonebook for residents of Whoville. We apologize for the vandalism attached to each name, and are currently investigating.",,7,40,4,Mon Mar 30 02:48:05 +0000 2015,0,False,113,en,Chloe Christina Who...I HATE YOU!,False,True,False,1
3105987827,3105987827,A Travel Bot,a_travel_bot,anywhere and everywhere,Miniature random travel guides for randomly chosen locations. A bot companion to A Travel Guide. Sentences sourced from Wikivoyage. CC BY-SA 3.0. By @aparrish.,http://t.co/6CiUZhUYnZ,152,0,85,Sun Mar 22 22:20:40 +0000 2015,0,False,3301,en,"EAT
With so much fresh food available, seek out boutique and independent operations with a focus on quality and freshness. Nothing fancy.",False,True,False,1
3105672877,3105672877,Old School Flyers,oldschoolflyers,NYC,Posting random flyers from hip hop's formative years every 6 hours. Most art by Buddy Esquire and Phase 2. Full collection at link. // a bot by @tinysubversions,http://t.co/2YPE0x0Knw,632,0,42,Tue Mar 24 00:55:10 +0000 2015,0,False,2822,en,https://t.co/ISa3QCuq6d,False,True,False,1
3098498101,3098498101,mahcine lerning WOW!,ml_applications,very smart computer town,follow for very best new academic papers using machine learning and natural language processing wow!!! // definitely not an idea generator for @thricedotted,https://t.co/qGCGtt4VjW,236,0,37,Fri Mar 20 00:02:33 +0000 2015,0,False,2821,en,Cleaning Exhaust Manifolds: A Ensemble Method Approach,False,False,False,1
3091533046,3091533046,every non-word,nondenotative,,combinations of English syllables that don't appear in the dictionary,http://t.co/EYKgKskz5m,712,3,32,Fri Mar 13 22:50:45 +0000 2015,0,False,24996,en,silunde,False,True,False,1
3089498686,3089498686,GARVIJN BAALDRAAVERS,baaldraavers,,THEY'RE THERE,,66,601,2,Thu Mar 12 17:49:01 +0000 2015,25,False,1697,en,Beste bezoekers door strengere milieunormen zijn wij genoodzaakt om de chloor in het zwembad te vervangen door benzine. Bedankt voor het beg,False,False,False,1
3069631373,3069631373,Jeopardy! Stumpers,super_jeopardy,,"This! Is! Jeopardy! I'm your host Alex Trebek and love wrong, she catches a train, literally. (by @alicemazzy)",,78,1,14,Wed Mar 04 10:41:15 +0000 2015,0,False,4438,en,"A French saint of this name founded the Sisters of Charity in 1799, but Charles Dudley Warner",False,False,False,1
3068182858,3068182858,i luv u guys,ILYguyss,#botally,made by @yungrar & @mlvarner,,10,1,5,Tue Mar 03 16:34:40 +0000 2015,0,False,13148,en,"hanging out with grandma has been soo crazy, but i love u guys",False,True,False,1
3062270507,3062270507,Mass Connect 4,massconnect4,,"In testing! Tweet `random`, `sun`, or `moon` to join a team, then 1-7 when a game is running to play!
(by @alicemazzy)",,84,92,20,Wed Feb 25 15:16:58 +0000 2015,1888,False,1485,en,"Move 25: Sun Plays 5

⬜⬜⬜⬜⬜⬜⬜
⬜⬜🌞🌞⬜⬜⬜
⬜⬜🌚🌚🌞🌞⬜
🌞⬜🌚🌞🌞🌚⬜
🌚🌞🌞🌚🌞🌚🌚
🌚🌞🌞🌞🌚🌚🌚
1⃣2⃣3⃣4⃣5⃣6⃣7⃣

Preseason Game 66: Sun Wins!!",False,True,False,1
3056108908,3056108908,Knock Knock Bot,knock2bot,,Another shameful bot by @alicemazzy. Tweets hourly.,,66,2,20,Mon Feb 23 15:05:45 +0000 2015,0,False,5647,en,"Knock knock!
Who's there?
Factory!
Factory who?
Factory workers!",False,True,False,1
3045203078,3045203078,colorschemer,colorschemez,,I'm trying to find colors that go well together. I'm probably not very good at it because I'm a robot with no sense of style. (a bot by @joemfox),,18672,0,252,Fri Feb 27 02:48:24 +0000 2015,0,False,18270,en,"floury greyish blue
lither ochre
symmetric poop brown https://t.co/89PzEOiJhc",False,False,False,1
3044443379,3044443379,UnconventionalDesire,desires_exe,,bot by @ckolderup • #botALLY,,175,1,48,Wed Feb 18 05:04:50 +0000 2015,1,False,13142,en,No way https://t.co/Yb7B5VyecA,False,False,False,1
3042707729,3042707729,ASKING FOR A FRIEND,fRIEND_ASKING,#botally,made by @mlvarner,,127,1,17,Tue Feb 17 15:11:09 +0000 2015,0,False,2836,en,does anyone know how to make an invoice? asking for a friend,False,True,False,1
3041192247,3041192247,So Amazing Quote!,soamazingquote,,i misattribute inspirational quotes. Created by @liza,https://t.co/59JL7fVnLj,516,0,27,Mon Feb 16 18:47:23 +0000 2015,0,False,4145,en,“ffs focus”—Albert Einstein https://t.co/dKg4m5iIB8,False,True,False,1
3038750682,3038750682,what is different,DifferenceJoke,funny town LOL,"THE DIFFERENCE IS THAT THEY RHYME HA HA // see also: @badjokebot, @HinkyPinkyQs // by @thricedotted",https://t.co/qGCGtt4VjW,45,0,13,Tue Feb 24 03:46:17 +0000 2015,0,False,81,en,"Q: What's the difference between a playful wetness, and a dentists umbrella?
A: One's a gentle damp, the other's a dental gamp!",False,False,False,1
3035152834,3035152834,Bouquet Bot,bouquetbot,,Infinite random bouquets for @missbananabiker on Valentines Day 2015. Mostly flowers we can't keep in the house because they're poisonous to cats. By @aparrish.,,17,1,8,Fri Feb 13 17:54:45 +0000 2015,0,False,1522,en,💗🌹🌻🌷💐🌹🌷🌹💐🌷🌻🌹💗 https://t.co/gWTGy9zi95,False,True,False,1
3032363298,3032363298,how hard is it to,hard_to_yelp,,,,109,0,16,Fri Feb 20 08:23:00 +0000 2015,0,False,16067,en,How hard is it to bag four items.,False,True,False,1
3032039437,3032039437,current club status,clubstatuses,,Updates about clubs and their fluctuating baller populations. By @maxmechanic #botALLY,,3,0,1,Fri Feb 20 03:36:04 +0000 2015,0,False,5236,en,"Currently in Cambridge Bay, the club is jumpin' jumpin'",False,False,False,1
3027305319,3027305319,TwoJournalists,TwoJournalists,,Comedy is when you take two tweets from journalists and then confuse them.,,6,0,5,Mon Feb 09 23:12:40 +0000 2015,0,False,2751,en,"@boxxymays ah, good point -- forgot to update. Stewart? Who's that..",False,True,False,1
3021814752,3021814752,animal crossing ebks,a_xing_ebooks,A town overrun with weeds,animal crossing text ebooks bot from @adammathes,,98,24,7,Mon Feb 16 02:58:33 +0000 2015,2,False,3336,en,Can you wait just a moment please I'm sorry.,False,True,False,1
3012013796,3012013796,your new startup,likeuberbut,Silicone Valley,"''The 'Hello World' of jokey, generative Twitter bots.'' - @joshmillard Creates bad ideas for startups. Made by @NoraReed with help from just_post.",http://t.co/gvvOA90STT,2108,1,76,Sat Feb 07 06:30:21 +0000 2015,2,False,5619,en,"like slashdot, but for spaceships",False,False,False,1
3010688583,3010688583,Weird Convo Bot,WeirdConvoBot,,DAD: weird conversation joke is bae ME: ugh dad no DAD: [something unhip] // a bot by @tinysubversions,,302,1,53,Sun Feb 01 19:05:21 +0000 2015,0,False,2953,en,"KID: why tf would you vape hookah
ME: Damn sex correct lol
KID: what is the butt of maggi  ?
ME: i had a premonitory cop wtf",False,False,False,1
3010466439,3010466439,Ghostbusters Past,WeBustedGhosts,"New York, NY",Celebrating a century-long tradition of cinematic ghostbusting.,,79,1,10,Sun Feb 01 17:06:59 +0000 2015,0,False,3615,en,"Ghostbuster Hard (2014) starring Zoey Vargas, Rebel Wilson, Ashley Tisdale and Emmy Rossum (dir. Mark Waters)",False,False,False,1
3004140602,3004140602,VIRAL HULK BOT,viralhulk,,Tweets BuzzFeed titles in Hulk-talk / Not affiliated with BuzzFeed / Bot by @undoingsarah,,43,0,0,Sat Jan 31 01:50:53 +0000 2015,0,False,2507,en,HULK PIZZA PREFERENCES WILL REVEAL THING HULK DO BUT NO TELL ANYONE ABOUT!!,False,False,False,1
3000753730,3000753730,TV Helper,TVCommentBot,TV Land,The original TV Helper. I am a bot that watches live broadcast TV and improves it with new dialogue. #NoBan #NoWall,,2682,403,180,Tue Jan 27 01:56:19 +0000 2015,6309,False,72033,en,But without racecar it is impossible to please him. https://t.co/JxLg4HrQHy,True,True,False,1
2999876456,2999876456,Erowid Recruiter,erowidrecruiter,The Uncanny Valley,"A Markov-powered mashup of Erowid trip reports and tech recruiter emails. Run by @aphyr, who's not affiliated with Erowid. Heck, he's never even smoked pot.",,12368,0,265,Wed Jan 28 21:45:29 +0000 2015,34,False,587,en,"Kevin, Please excuse me for avoiding ego death.",False,False,False,1
2992120279,2992120279,Women of Bletchley,BletchleyRoll,"Bletchley Park,Buckinghamshire",More than 75% of Bletchley Park's code-cracking veterans are women. Full list: http://t.co/2tNLDxBxyk. Bot by @marythought.,,253,57,18,Thu Jan 22 08:02:22 +0000 2015,9,False,36435,en,"Phyllis Joan Rogers (Warner) - Bletchley Park October 1942 - October 1945. Block E, Communications Centre. Typex operator.",False,True,False,1
2990633947,2990633947,✸Andromeda✸,AndromedaBot,,"Exploring Hubble's largest photo (69536x22230px), a little bit at a time. A bot by @joemfox. More info: http://t.co/auTvn3Cjl9",,3588,0,135,Tue Jan 20 03:42:02 +0000 2015,0,False,18413,en,"Coordinates: 5007,20875. 845x845px https://t.co/Aiw2TVnhOx",False,False,False,1
2986319204,2986319204,Desire Bot,theDesireBot,,"Twitter bot, posting tweets starting with 'I just want...' + random Flickr image. Updates 2x per hour. // Made by @avoision, powered by everyone else.",,136,1,21,Sat Jan 17 01:58:53 +0000 2015,5,False,34446,en,I just want a flat stomach but I eat like a grown man :( https://t.co/iAfunVckIM,False,False,False,1
2982020236,2982020236,GAMES MEMES,GamesMemes,Hyrule,ALL THE #HOTTEST #GAMES #MEMES | #botALLY by @BooDooPerson,http://t.co/AnwFpWd2L7,62,4,26,Sat Jan 17 01:07:54 +0000 2015,19,False,23134,en,when will #Netflix make a Donkey Kong Land 2 show wtf right?!,False,False,False,1
2981339967,2981339967,Hottest Startups,HottestStartups,Frankfurt School,We love #innovation and are always thinking of the next #disruptive startup #idea! // a bot by @tinysubversions,http://t.co/3gDtETAFpu,1701,1,145,Fri Jan 16 16:33:45 +0000 2015,1,False,3105,en,"Startup idea: In other words, the capitalist production process presupposes the existence of a body of exploitable workers.",False,True,False,1
